实际抵达日期,产品描述,收货人,收货人地址,发货人,发货人地址,通知人,承运人,原产国,海外装货港,目的港,目的国,启运国,产品件数/拼箱货柜,数量单位,TEU,千克重/拼箱货柜,千克重/件,尺寸,货运收货人,货柜号,卸货港,卸货港所在州,装运标志及编号,产品海关编码,货柜运输类型,支线承运人收货地,货运托运人,双抬头托运人,货柜个数/船东提单,收货人所在州
2023-06-13,"PO IPO-QUS-488725 ITEM H4227550000 TEMP-TATIONS 15-PC GIFT BAGS WITH 30 TAGS HTS : 3923210095 PO IPO-QUS-488726 ITEM H4227550000 TEMP-TATIONS 15-PC GIFT BAGS WITH 30 TAGSHTS : 3923210095 PO IPO-QUS-509508 ITEM H4291550000 HOMEWORX BY SLATKIN CO. 4PC DIFFUSER OIL AND DEVICE SET HTS : 8516790000 PO IPO-QUS-509509 ITEM H4291550000 HOMEWORX BY SLATKIN CO. 4PC DIFFUSER OIL AND DEVICE SET HTS : 8516790000 PO IPO-QUS-511473 ITEM K5445401100 KUHN RIKON 11-CUP STAINLESS STEEL 4TH BURNER POT HTS : 7323930045 PO IPO-QUS-511473 ITEM K5445401200 KUHN RIKON 11-CUP STAINLESS STEEL 4TH BURNER POT HTS : 7323930045 PO IPO-QUS-511473 ITEM K5445406000 KUHN RIKON 11-CUP STAINLESS STEEL 4TH BURNER POT HTS : 7323930045 PO IPO-QUS-511473 ITEM K5445417200 KUHN RIKON 11-CUP STAINLESS STEEL 4TH BURNER POT HTS : 7323930045 PO IPO-QUS-511473 ITEM K5445420000 KUHN RIKON 11-CUP STAINLESS STEEL 4TH BURNER POT HTS : 7323930045 PO IPO-QUS-511474 ITEM K5445401100 KUHN RIKON 11-CUP STAINLESS STEEL 4TH BURNER POT HTS : 7323930045 PO IPO-QUS-511474 ITEM K5445401200 KUHN RIKON 11-CUP STAINLESS STEEL 4TH BURNER POT HTS : 7323930045 PO IPO-QUS-511474 ITEM K5445406000 KUHN RIKON 11-CUP STAINLESS STEEL 4TH BURNER POT HTS : 7323930045 PO IPO-QUS-511474 ITEM K5445417200 KUHN RIKON 11-CUP STAINLESS STEEL 4TH BURNER POT HTS : 7323930045 PO IPO-QUS-511474 ITEM K5445420000 KUHN RIKON 11-CUP STAINLESS STEEL 4TH BURNER POT HTS : 7323930045 PO IPO-QUS-538183 ITEM K5209306100 KOCHBLUME SET OF (2)16-PIECE SILICONE ICE TRAYS WITH LID-GREEN HTS : 3924104000 PO IPO-QUS-538183 ITEM K5209315400 KOCHBLUME SET OF (2)16-PIECE SILICONE ICE TRAYS WITH LID-TEAL HTS : 3924104000 PO IPO-QUS-538183 ITEM K5209319500 KOCHBLUME SET OF (2)16-PIECE SILICONE ICE TRAYS WITH LID-TEAL HTS : 3924104000 PO IPO-QUS-538186 ITEM K6334106100 KOCHBLUME SET OF (2) SILICONE ICE TRAYS WITH LID-GREEN HTS : 3924104000 PO IPO-QUS-538186 ITEM K6334115400 KOCHBLUME SET OF (2) SILICONE ICE TRAYS WITH LID-PURPLE HTS : 3924104000 PO IPO-QUS-538186 ITEM K6334117200 KOCHBLUME SET OF (2) SILICONE ICE TRAYS WITH LID-RED HTS : 3924104000 PO IPO-QUS-538186 ITEM K6334119500 KOCHBLUME SET OF (2) SILICONE ICE TRAYS WITH LID-TEAL HTS : 3924104000 PO IPO-QUS-538186 ITEM K63341AP400 KOCHBLUME SET OF (2) SILICONE ICE TRAYS WITH LID-GRAPHITE HTS : 3924104000 S/C 82-0032 QVC.FF.US GEODIS.COM PHONE : 267-570-2726 WOOD PACKAGING MATE 2ND NOTIFY : QVC, INC 1200 WILSON DRIVE STUDIO WEST CHESTER,PA 19380-4262 ATTN : TINA NASK EM TINA.NASK QVC.COM MAIL CODE 232",QVC INC.,"1200 WILSON DRIVE STUDIO PARK WESTCHESTER,PA 19380-4262 ATTN : TINA NASK EMAIL : TINA.NASK QVC.COM TE MAIL CODE 232",CENTURY DISTRIBUTION SYSTEMS (SHENZ HEN) LTD.,".ROOM 3708, 37/F 38/F, PANGLINPLAZA OFFICE TOWER,NO. : 2002 JIABIN TE ROAD,LUOHU DISTRICT,SHENZHEN","GEODIS, USA;QVC, INC",CMDU-CMA-CGM,CHINA,YANTIAN,NORFOLK,UNITED STATES,CHINA,1076,CTN,2.0,13663.05,12.7,4500*900*800,None,APHU4683513,NORFOLK,VIRGINIA,CARTON QTY : 1 SHIP FROM/TO : MAKROTEKS / HSN FONT ANA WH VENDOR ITEM : 831276 PO : 408411;EXPIRATION DATE : 230311 COUNTRY OF ORIGINAL : MADE IN TURKE Y CARTON COUNT : 1 OF 2933 CARTON QTY : 10,3923210095;7323930045;3924104000;8516790000,FCL,YANTIAN,CMA-CGM,TRANSHIPMENT,1,PENNSYLVANIA
2023-06-13,SILICONE RUBBER,BJB ENTERPRISES INC.,"14791 FRANKLINAVE,TUSTIN 92780,CALIFORNIA TUSTIN CA 92780 US","SHENZHEN YIJIASAN SILICONE CO.,LTD.","NO.25,BAOLONG 1ST ROAD,NANYUECOMMUNITY,BAOLONG ST.,LONGGANG SHENZHEN CN",None,CCFE,CHINA,YANTIAN,LOS ANGELES,UNITED STATES,CHINA,48,DR,0.0,10868.0,226.42,0,"FCC LOGISTICS, INC.",EMCU5643141,LOS ANGELES,CALIFORNIA,YJS-650,0,LCL,YANTIAN CHINA,"MASTER INTERNATIONAL LOGISTICS (CHINA) CO., LTD",TRANSHIPMENT,1,CALIFORNIA
2023-06-13,"SILICONES IN PRIMARY FORMS 21 PALLETS (64 DRUMS), 20 DRUMS SHIN-ETSU SILICONE KEG-4500-W KEG-2003H-30-A KEG-2003H-30-B KEG-2001-40-A KEG-2001-40-B KE-1950-40-A KE-1950-40-B INVOICE NO. THA-10325 10110 THAILAND TEL 02-714-3080",SHIN-ETSU SILICONES OF AMERICA INC.,1150 DAMAR DRIVE AKRON OH 44305U.S.ATEL330-630-9860,"SHIN-ETSU CHEMICAL CO.,LTD.",4-1 MARUNOUCHI 1-CHOMECHIYODA-KUTOKYO-100-0005 JAPAN,SHIN-ETSU SILICONES OF AMERICA INC.,YMPR,THAILAND,LAEM CHABANG,LOS ANGELES,UNITED STATES,THAILAND,41,PKG,2.0,19225.0,468.9,4000*900*800,TRANSCONTAINER (U.S.A.) INC.,TLLU4103831,LOS ANGELES,CALIFORNIA,"1) KEG-4500-W LMD-40311423 RANCHO DOMINGUEZ MADE IN THAILAND SESA C/S NO. 1 - 20 NET WT.4,000 KG LOT NO. 2303034T 2303035T 2) KEG-2003H-30-A/B LMD-40309984 RANCHO DOMINGUEZ C/S NO. 21 MADE IN THAILAND SESA // //",0,FCL,LAEM CHABANG TH,TRANSCONTAINER LOGISTICS (THAILAND),TRANSHIPMENT,1,OHIO
2023-06-13,"640 CTNS ON 20 PLYWOOD PLTS SILICONE RUBBER PARTS SHP2305-A39H824 WOOD PACKAGING MATERIAL PART LOAD CONTAINER(S) COVERED BY BLS : HKA2315 HKA2315918B,HKA2315918C",TESLA INC.,"45500 FREMONT BLVD.FREMONT,CA 94538UNITED STATES",BIZLINK TECHNOLOGY INC.,"NO.1 INDUSTRIAL ZONE,FENGHUANGVILLAGE,FUYONG TOWN,BAOAN DISTRICT,SHENZHEN CITY, GUANGDONG PROVINCE, TE CHINA (518103) T : 86-755-82122552-",LIVINGSTON INTERNATIONAL,CMDU-CMA-CGM,HONG KONG(CN),HONG KONG,LOS ANGELES,UNITED STATES,HONG KONG(CN),640,CTN,1.78,10172.99,15.9,4000*900*800,None,TRHU4930431,LOS ANGELES,CALIFORNIA,(IN DIA) USA C/NO.1-640 MADE IN CHINA,0,LCL,HONG KONG,CMA-CGM,TRANSHIPMENT,1,CALIFORNIA
2023-06-12,DIMETHYL SILICONE FLUID PO : 15788,"BRB NORTH AMERICA, INC. - C O INTER","320 ELIZABETH AVE NEWARK, NJ 07112,UNITED STATES NEWARK NJ 07112 US","HANGZHOU ZHIXIN CHEMICAL CO.,LTD.","ROOM 904, BLOCK A, JINTONGINTERNATIONAL BUILDING, NO.113 HANGZHOU 33 CN","BRB NORTH AMERICA, INC. - C/O INTER",SDVO,CHINA,SHANG HAI,"NEW YORK/NEWARK AREA, NEWARK",UNITED STATES,CHINA,80,DR,1.0,17744.0,221.8,2000*806*800,NORTHSTAR GLOBAL FREIGHT INC.,EITU0128438,"NEW YORK/NEWARK AREA, NEWARK",NEW JERSEY,NO MARKS,0,FCL,SHANGHAI,"SHANGHAI DREAM ASIA INTERNATIONAL LOGISTICS CO.,LTD",TRANSHIPMENT,1,NEW JERSEY
2023-06-12,SHIN-ETSU SUSPENSION TYPE PVC RESIN GRADE : TK-2500LS,SHINTECH INC.,"NO.3 GREENWAY PLAZA,SUITE 1150 HUSTON TEXAS 77046","SHIN-ETSU CHEMICAL CO.,LTD.","4-1, MARUNOUCHI 1-CHOME,CHIYODA-KU, TOKYO100-0005, JAPAN",None,NNRG,JAPAN,BUSAN/PUSAN,"NEW YORK/NEWARK AREA, NEWARK",UNITED STATES,SOUTH KOREA,19,BAG,2.0,19285.0,1015.0,4000*900*800,NNR GLOBAL LOGISTICS USA INC.,TGBU9391344,"NEW YORK/NEWARK AREA, NEWARK",NEW JERSEY,TH1754 PO# : 44082 NEW YORK NO.1-19 MADE IN JAPAN,390410,FCL,TOKYO,"NISHI-NIPPON RAILROAD CO.,LTD.",TRANSHIPMENT,1,TEXAS
2023-06-12,METHYL HYDROGEN SILICONE FLUID,BRB NORTH AMERICA INC. C O INTERATL,320 ELIZABETH AVE NEWARK NJ 07112 US TE +97317329786,"TIANJIN GLORY TRADE CO.,LTD.","8-404,BLUE COLLAR APARTMENT,NO.20 TIANYUAN ROADXEDA INDUSTRIAL PARK,XIQING DISTRICT,TIANJIN TIANJIN CN TE +8618526493750",None,MFGT-MAINFREIGHT INC,CHINA,QINGDAO,"NEW YORK/NEWARK AREA, NEWARK",UNITED STATES,CHINA,18,PKG,1.0,19026.0,1057.0,2000*806*800,MAINFREIGHT INC ATL,EISU2036867,"NEW YORK/NEWARK AREA, NEWARK",NEW JERSEY,NO MARKS,0,FCL,QINGDAO,"MAINFREIGHT INT'L LOGISTICS (SHANGHAI)CO., LTD",TRANSHIPMENT,1,NEW JERSEY
2023-06-11,"SILICONE POLYETHER XHG-40 SILICONE POLYETHER XHG-248 2.RAM INTERNATIONAL 500 E DEVON AV E STE C ELK GROVE VILLAGE, IL 60007 PHONE : +1 -630-422-1530 CONTACT : KLAUDIA TIZNADO IMPORT OPS@RAM-INTL.COM",WALSH & ASSOCIATES INC.,"1400 MACKLIND AVENUE ST. LOUIS, MO63110-2004,ST LOUIS,MO 63110,US",ZHEJIANG WYNCA IMPORT & EXPORT CO.,"ROOM 1504,15/F BUILDING 1, GEMINI CENTRALINTERNATIONAL, NO.1785 JIANGHAN ROAD,HANGZHOU,CN",None,CWQG,CHINA,SHANG HAI,LOS ANGELES,UNITED STATES,CHINA,18,PKG,1.0,19008.0,1056.0,2000*806*800,NEPTUNE SHIPPING LIMITED,HDMU2642547,LOS ANGELES,CALIFORNIA,NO MARKS,0,FCL,"SHANGHAI, CHINA",NEPTUNE SUPPLY CHAIN TECHNOLOGY SHANGHAI LIMITED,TRANSHIPMENT,1,MISSOURI
2023-06-11,SILICONE RUBBER CH-2260T,NGK-LOCKE INC.,"1609 DIAMOND SPRING ROADVIRGINIA BEACH, VA 23455 VIRGINIA BEACH VA 23455 US","YANGZHOU CHENHUA NEW MATERIAL CO.,L","NO.231,ZHENZHONG ROAD,CAODIAN TOWNBAOYING COUNTY, YANGZHOU CITY225803 JIANGSU 225803 CN",None,SVIV-SHANGHAI EVEREST INTERNATIONAL LOGISTICS CO LTD,CHINA,SHANG HAI,NORFOLK,UNITED STATES,CHINA,40,BOX,0.0,18760.0,469.0,0,VECTOR GLOBAL LOGISTICS,CXDU2478221,NORFOLK,VIRGINIA,NO MARKS,39100000,FCL,SHANGHAI CHINA,"SHANGHAI EVEREST INTERNATIONAL LOGISTICS CO.,LTD",TRANSHIPMENT,1,VIRGINIA
2023-06-11,SILICONE RUBBER CH-2260T(C),NGK-LOCKE INC.,"1609 DIAMOND SPRING ROADVIRGINIA BEACH,VA 23455 US VIRGINIA BEACH VA 23455 US","YANGZHOU CHENHUA NEW MATERIAL CO.,L","NO.231,ZHENZHONG ROAD,CAODIAN TOWNBAOYING COUNTY, YANGZHOU CITY225803 JIANGSU 225803 CN",None,SVIV-SHANGHAI EVEREST INTERNATIONAL LOGISTICS CO LTD,CHINA,SHANG HAI,NORFOLK,UNITED STATES,CHINA,40,BOX,1.0,18760.0,469.0,2000*806*800,None,WHSU2029627,NORFOLK,VIRGINIA,NO MARKS,0,FCL,SHANGHAI CHINA,WAN HAI LINES LTD,TRANSHIPMENT,1,VIRGINIA
2023-06-11,SILICONE GUM XHG-110-3 0.23 MOL/% VINYL CONTE NT OH FLUID XHG-203-40CST,SINERGY ELASTOMERS INC.,"400 NORTH MAIN STREET,ADAIRSVILLE,GEORGIA 30103,US",ZHEJIANG XINAN CHEMICAL INDUSTRIAL,"NO.1 XINAN BUILDING, JIANGBING MIDDLE ROAD,JIANDE,CN",None,MLIL-MAXWIDE LOGISTICS INC,CHINA,SHANG HAI,SAVANNAH,UNITED STATES,CHINA,76,DR,1.0,14648.0,192.74,2000*806*800,MAXWORLD LOGISTICS INC.,SJCU2052795,SAVANNAH,GEORGIA,NO MARKS,0,FCL,SHANGHAI,MAXWIDE LOGISTICS INC.,TRANSHIPMENT,1,GEORGIA
2023-06-11,HDW; CO; BODY;15KV; POLY;I3E SILICONE RUBBER INSULATORS HDW; CO; BODY;27KV; POLY;I3E,MPS-YORK,7801 PARK PLACE RDTD YORK SC 29745 US TE +18036282100,OLECTRA GREENTECH LIMITED,"S-22, 3RD FLOOR, TECHNOCRAT INDUSTRAIL ESTATE,BALANAGAR HYDERABAD IN",None,SYXO,INDIA,JAWAHARLAL NEHRU/NAVA SHEVA/NHAVA SHEVA,CHARLESTON,UNITED STATES,INDIA,40,PKG,2.0,14480.0,362.0,4000*900*800,OL USA LLC,TRHU6582063,CHARLESTON,SOUTH CAROLINA,NIL,0,FCL,NHAVA SHEVA (JAWA,SAR TRANSPORT SYSTEMS PVT.LTD.,TRANSHIPMENT,1,SOUTH CAROLINA
2023-06-11,"GASKET W SEAL GASKET EXHAUST SLEEVE SEAL SEAL VALVE OIL PAN GASKET GASKET - W SILICONE BEAD CYLINDER HEAD GASKET VALVE COVER SEAL GASKET, TURBO",COSTEX CORPORATION,"5800 NW 74TH AVENUEMIAMI, FL. 33166 USA","REASCENSION ENTERPRISE CO.,LTD.","NO.36, LN. 15, ZHONGBEI 1ST ST.,LINKOU DIST., NEW TAIPEI CITY 244TAIWAN R.O.C.",COSTEX CORPORATION,HYSL-HECNY SHIPPING LIMITED,TAIWAN(CN),KINGSTON/PORT BUSTAMANTE,MIAMI,UNITED STATES,JAMAICA,306,CTN,1.0,6076.0,19.86,2000*806*800,HECNY TRANSPORTATION INC. - LAX,TRHU3101117,MIAMI,FLORIDA,MADE IN TAIWAN R.O.C.,848490,FCL,KEELUNG,"HECNY TRANSPORTATION (TAIWAN) LTD. (104) 4F NO.65, SEC 3, NANKING EASTROAD, TAIPEI, TAIWAN R.O.C.AS AGENT OF HECNY SHIPPING LTD",TRANSHIPMENT,1,FLORIDA
2023-06-11,SILICONE RUBBER KEY PADS HTS : 392690,S G ELECTRONICS INC.,9113 MACON ROADCORDOVA TN 38016 US,SILITECH TECHNOLOGY CORPORATION SDN,"1528 MK 15 JALAN BESARSUNGAI. JAWISUNGAI JAWI, PENANG 14200 MY",None,EXDO-EXPEDITORS INTERNATIONAL OF WASHINGTON INC,MALAYSIA,SINGAPORE,SAVANNAH,UNITED STATES,SINGAPORE,587,CTN,2.0,2935.0,5.0,4000*900*800,EXPEDITORS INTERNATIONAL OF WASHING,TLLU7942773,SAVANNAH,GEORGIA,S/G U.S.A(LOT# 20418) C/N : 1/ 197 MADE IALAYSIA ( 5 PALLETS ) S/G U.S.A(LOT# 20419) C/N : 1/ 264;MADE IALAYSIA ( 7 PALLETS ) S/G U.S.A(LOT# 20420) C/N : 1/ 64 MADE IALAYSIA ( 2 PALLETS ) .,392690,FCL,PENANG,EXPEDITORS (MALAYSIA) SDN. BHD.,TRANSHIPMENT,1,TENNESSEE
2023-06-11,METHYL HYDROGEN SILICONE FLUID,CERTAINTEED CANADA INC.,DBA CERTAINTEED GYPSUMMONTREAL BOARD & TE 905-602-1474,"ZHEJIANG XINAN CHEMICAL GROUP CO.,LTD.","NO.1 XINANJIANGBING MIDDLE ROAD, JIANDE TE 87198490",W.G. MCKAY LTD.,PVID,CHINA,NING BO,TACOMA,OTHER COUNTRY,CHINA,18,BAG,1.0,19008.0,1056.0,2000*806*802,TALENT INTERNATIONAL LOGISTICS INC.,KKTU7506333,TACOMA,WASHINGTON,NO MARKS,0,FCL,NINGBO,"PENAVICO INTERNATIONAL LOGISTICS CO.,LTD",TRANSHIPMENT,1,None
2023-06-10,"CONTAIN THE FOLLOWING MEDICAL SUPPLIES 12,700 PCS 2-WAY KENGUARD CATHETER 10,320 PCS 2-WAY ULTRAMER CATHETER 2,880 PCS2-WAY ULTRAMER COUDE CATHETER 2,280 PCS 2-WAY ULTRAMER COUDE RED CATHETER 1,860 PCS 3-WAY FOLEY SEC CATHETER 2,280 PCS 3-WAY ULTRAMER CATHETER 30,000 PCS RED RUBBER SILICONE CATHETER 7,200 PCS SIL ELSTMR CATHETER 11,040 PCS ULTRAMER RED RUBBER CATHETER 58,080 PCS ULTRAMER RED RUBBER COUDE CATHETER 600 PCS ULTRAMER RED RUBBER PEDIATRIC CATHETER INVOICE NUMBER 13353 23 HTS : 9018.39.10 00",CARDINAL HEALTH 200 LLC,110 KENDALL PARK LN SWATLANTA GA 30336 US,MEDIQUIP SDN BHD,BATU 5 JALAN SANTAN PADANG LATI MUKKANGAR 02450 MY,"CARDINAL HEALTH, INC (PARENT COMPAN",BANQ-BLUE ANCHOR AMERICA LINE (BLUE ANCHOR LINE),MALAYSIA,PENANG/PINANG,SAVANNAH,UNITED STATES,MALAYSIA,979,CTN,2.0,3450.0,3.52,4000*900*800,None,MSMU7308774,SAVANNAH,GEORGIA,"1 979 CTNS UROLOGICAL LATEX CATHETER CARDINAL HEALTH 200, LLC CASE 1 - 979 ;",90183910,FCL,PENANG,,TRANSHIPMENT,1,GEORGIA
2023-06-10,METHYL HYDROGEN SILICONE FLUID,UNIQUECHEM SOLUTIONS INC.,"120 TRADERS BLVD E, SUITE 208MISSISSAUGA, ONL4Z 2H7, CANADATEL +1 646 MISSISSAUGA ON CA","ZHEJIANG CASTCHEM NEW MATERIAL CO.,LTD.","NO.10 WEIYI ROAD,HIGH-TECHZONE,QUZHOU CITY ZHEJIANG PROVINCE QUZHOU CN",KMM (USA ) INC,SFOK,CHINA,BUSAN/PUSAN,"NEW YORK/NEWARK AREA, NEWARK",CANADA,SOUTH KOREA,18,PKG,1.0,19044.0,1058.0,2000*806*800,None,SEGU2179580,"NEW YORK/NEWARK AREA, NEWARK",NEW JERSEY,NO MARKS,0,FCL,NINGBO CHINA,,TRANSHIPMENT,1,None
2023-06-10,METHYL HYDROGEN SILICONE FLUID ORDER NO. : 3002 680048 LINE NO. : 1.000 CATALOG NUMBER : LGN22062 6 18 PACKAGES=18 IBCS S CY/CY,CERTAINTEED GYPSUM BUCHANAN,"350 BROADWAY, BUCHANAN, NY 10511,USA ATTN : CHRIS CONRAD (CHRISTOPHER.CONRAD@SAINT-",INNER MONGOLIA SUCON SILICONE CO.,WUDA ECONOMIC DEVELOPMENT ZONE OFWUHAI CITY INNER MONGOLIA CHINA.TEL : 0086-473-3996060 FAX : 0086-,"GHY USA INC. ,",OERT-ORIENT EXPRESS CONTAINER CO LTD,CHINA,QINGDAO,"NEW YORK/NEWARK AREA, NEWARK",UNITED STATES,CHINA,18,PKG,1.0,19026.0,1057.0,2000*806*800,None,MSUU2340200,"NEW YORK/NEWARK AREA, NEWARK",NEW JERSEY,NO MARKS,0,FCL,QINGDAO,CMA-CGM,TRANSHIPMENT,1,NEW YORK
2023-06-10,"ELECTRIC CABLES ,SILICONE RUBBER INSULATED,SEMIFINISHED GLASSES",ABLON TECHNOLOGIES LLC,"103 14TH STREETBROOKLYN, NY 11215 US",EFFETRE MURANO S.R.L.,FONDAMENTA SAN GIOVANNI DEI BATTUTI4 AMURANO IT,None,MDEJ-MEDITERRANEO LINE,ITALY,GENOA/GENOVA,"NEW YORK/NEWARK AREA, NEWARK",UNITED STATES,ITALY,2,PKG,0.04,972.0,486.0,4000*906*800,AMASS GLOBAL NETWORK (US) INC,ZCSU7355580,"NEW YORK/NEWARK AREA, NEWARK",NEW JERSEY,ADDRESS,848120,LCL,GENOA,BOXLINE UNITED CARGO LINK SRL,TRANSHIPMENT,1,NEW YORK
2023-06-10,"ELECTRIC CABLES ,SILICONE RUBBER INSULATED,SEMIFINISHED GLASSES",ABLON TECHNOLOGIES LLC,"-103 14TH STREET -BROOKLYN, NY 11215 US",BIZLINK SILITHERM S.R.L.,S.S. 10 -VIA BREDA 134MONTICELLI D'ONGINA IT,None,MDEJ-MEDITERRANEO LINE,ITALY,GENOA/GENOVA,"NEW YORK/NEWARK AREA, NEWARK",UNITED STATES,ITALY,6,PKG,0.11,2499.0,416.5,4000*906*800,AMASS GLOBAL NETWORK (US) INC,ZCSU7355580,"NEW YORK/NEWARK AREA, NEWARK",NEW JERSEY,ADDRESS,0,LCL,GENOA,BOXLINE UNITED CARGO LINK SRL,TRANSHIPMENT,1,NEW YORK
2023-06-10,METHYL HYDROGEN SILICONE FLUID ORDER : 30026589 68 LINE NO. : 1.000 CATALOG NUMBER : LGN220626 18 PACKAGES=18 IBCS CY/CY,CERTAINTEED GYPSUM SILVER GROVE,"5145 MARY INGLES HWY, SILVER GROVE,KY, 41085 USA ATTN : KEITH BARRETT(BRIAN.BARRETT@SAINT-GOBAIN.COM)",INNER MONGOLIA SUCON SILICONE CO.,WUDA ECONOMIC DEVELOPMENT ZONE OFWUHAI CITY INNER MONGOLIA CHINA.TEL : 0086-473-3996060 FAX : 0086-,"GHY USA INC.,",OERT-ORIENT EXPRESS CONTAINER CO LTD,CHINA,QINGDAO,"NEW YORK/NEWARK AREA, NEWARK",UNITED STATES,CHINA,18,PKG,1.0,19026.0,1057.0,2000*806*800,None,TLLU8318910,"NEW YORK/NEWARK AREA, NEWARK",NEW JERSEY,NO MARKS,0,FCL,QINGDAO,CMA-CGM,TRANSHIPMENT,1,KENTUCKY
2023-06-10,METHYL HYDROGEN SILICONE FLUID ORDER : 30026589 68 LINE NO. : 1.000 CATALOG NUMBER : LGN220626 18 PACKAGES=18 IBCS CY/CY,CERTAINTEED GYPSUM SILVER GROVE,"5145 MARY INGLES HWY, SILVER GROVE,KY, 41085 USA ATTN : KEITH BARRETT(BRIAN.BARRETT@SAINT-GOBAIN.COM)",INNER MONGOLIA SUCON SILICONE CO.,WUDA ECONOMIC DEVELOPMENT ZONE OFWUHAI CITY INNER MONGOLIA CHINA.TEL : 0086-473-3996060 FAX : 0086-,"GHY USA INC. ,",OERT-ORIENT EXPRESS CONTAINER CO LTD,CHINA,QINGDAO,"NEW YORK/NEWARK AREA, NEWARK",UNITED STATES,CHINA,18,PKG,1.0,19026.0,1057.0,2000*806*800,None,TCLU3980057,"NEW YORK/NEWARK AREA, NEWARK",NEW JERSEY,NO MARKS,0,FCL,QINGDAO,CMA-CGM,TRANSHIPMENT,1,KENTUCKY
2023-06-10,METHYL HYDROGEN SILICONE FLUID ORDER NO. : 3002 680048 LINE NO. : 1.000 CATALOG NUMBER : LGN22062 6 18 PACKAGES=18 IBCS CY/CY,CERTAINTEED GYPSUM BUCHANAN,"350 BROADWAY, BUCHANAN, NY 10511,USA ATTN : CHRIS CONRAD (CHRISTOPHER.CONRAD@SAINT-",INNER MONGOLIA SUCON SILICONE CO.,WUDA ECONOMIC DEVELOPMENT ZONE OFWUHAI CITY INNER MONGOLIA CHINA.TEL : 0086-473-3996060 FAX : 0086-,"GHY USA INC. ,",OERT-ORIENT EXPRESS CONTAINER CO LTD,CHINA,QINGDAO,"NEW YORK/NEWARK AREA, NEWARK",UNITED STATES,CHINA,18,PKG,1.0,19026.0,1057.0,2000*806*800,None,CMAU1166602,"NEW YORK/NEWARK AREA, NEWARK",NEW JERSEY,NO MARKS,0,FCL,QINGDAO,CMA-CGM,TRANSHIPMENT,1,NEW YORK
2023-06-10,SILICONE RUBBER,RL JONES ASTEELFLASH CARE OF RL JON,"8830 SIEMPRE VIVA RD.SUITE 100, SAN DIEGO SAN DIEGO CA 92154 US","SHENZHEN ZHIHUACHEMICAL CO.,LTD.","3/F,NO.16,TONGQING RD,TONGLECOMMUNITY BAOLONG ST. SHENZHEN CN",None,CCFE,CHINA,YANTIAN,LONG BEACH,UNITED STATES,CHINA,144,CTN,0.0,2879.01,19.99,0,"R.T. EXPRESS INTERNATIONAL, INC.",EMCU5380003,LONG BEACH,CALIFORNIA,US165594,0,LCL,YANTIAN CHINA,SHINE INTERNATIONAL TRANSPORTATION (SHENZHEN) LTD,TRANSHIPMENT,1,CALIFORNIA
2023-06-09,SILICONE RUBBER AND FLUID HS CODE : 2931.90,SHIN-ETSU SILICONES OF AMERICA INC.,HEAD OFFICE1150 DAMAR DRIVE AKRON OH 44305 US,"SHIN-ETSU CHEMICAL CO.,LTD.",4-1 MARUNOUCHI 1-CHOMECHIYODA-KU TOKYO 1000005 JP,SHIN-ETSU SILICONES OF AMERICA INC,MQLA-MITSUBISHI LOGISTICS AMERICA CORPORATION,JAPAN,TOKYO,LOS ANGELES,UNITED STATES,JAPAN,80,DR,1.0,17720.0,221.5,2000*806*800,None,HDMU2859168,LOS ANGELES,CALIFORNIA,SESA RANCHO DOMINGUEZ,293190,FCL,TOKYO,HYUNDAI MERCHANT MARINE,TRANSHIPMENT,5,OHIO
2023-06-09,"SILICONE RUBBER AND FLUID HS CODE : 3910.00 (48DRUMS,20CANS)",SHIN-ETSU SILICONES OF AMERICA INC.,HEAD OFFICE1150 DAMAR DRIVE AKRON OH 44305 US,"SHIN-ETSU CHEMICAL CO.,LTD.",4-1 MARUNOUCHI 1-CHOMECHIYODA-KU TOKYO 1000005 JP,SHIN-ETSU SILICONES OF AMERICA INC,MQLA-MITSUBISHI LOGISTICS AMERICA CORPORATION,JAPAN,TOKYO,LOS ANGELES,UNITED STATES,JAPAN,68,PKG,2.0,11443.0,168.28,4000*900*800,None,OOLU6338137,LOS ANGELES,CALIFORNIA,"SESA AKRON,OH",391000,FCL,TOKYO,ORIENT OVERSEAS CONTAINER LINE LTD,TRANSHIPMENT,1,OHIO
2023-06-09,"SILICONE RUBBER AND FLUID HS CODE : 3910.00 (8TANKS,40DRUMS,8CARTONS)",SHIN-ETSU SILICONES OF AMERICA INC.,HEAD OFFICE1150 DAMAR DRIVE AKRON OH 44305 US,"SHIN-ETSU CHEMICAL CO.,LTD.",4-1 MARUNOUCHI 1-CHOMECHIYODA-KU TOKYO 1000005 JP,SHIN-ETSU SILICONES OF AMERICA INC,MQLA-MITSUBISHI LOGISTICS AMERICA CORPORATION,JAPAN,TOKYO,LOS ANGELES,UNITED STATES,JAPAN,56,PKG,1.0,15735.0,280.98,2000*806*802,None,BSIU2659910,LOS ANGELES,CALIFORNIA,SESA CHARLOTTE,391000,FCL,TOKYO,,TRANSHIPMENT,1,OHIO
